lng,lat,count
116.46000000000001,39.87,330
116.48,39.87,83
116.48,39.88,43
116.47,39.87,75
116.47,39.88,166
116.46000000000001,39.89,404
116.46000000000001,39.92,98
116.46000000000001,39.93,218
116.45,39.93,19
116.2,39.82,10
116.2,39.81,5
116.45,39.910000000000004,24
116.45,39.88,153
116.45,39.89,102
116.44,39.84,91
116.43,39.85,265
116.43,39.84,183
116.42,39.85,214
116.42,39.84,446
116.43,39.83,27
116.41,39.84,73
116.46000000000001,39.94,48
116.47,39.85,82
116.46000000000001,39.88,659
116.47,39.92,155
116.54,39.96,68
116.23,40.21,5
116.53,39.96,31
116.54,39.97,6
116.53,39.97,1
116.55,39.96,33
116.34,39.77,18
116.42,39.83,31
116.43,39.82,1
116.44,39.9,15
116.41,39.89,45
116.19,39.93,11
116.2,39.93,7
116.48,39.99,12
116.47,40.0,62
116.39,39.85,305
116.38,39.85,145
116.39,39.86,78
116.46000000000001,40.0,44
116.12,39.67,3
116.13,39.660000000000004,2
116.18,39.9,3
116.19,39.9,1
116.2,39.9,6
116.22,39.89,2
116.41,39.83,26
116.29,39.69,5
116.5,39.86,20
116.44,39.95,22
116.45,39.95,19
116.46000000000001,39.95,14
116.53,39.9,13
116.53,39.910000000000004,22
116.45,39.79,6
116.39,39.76,1
116.38,39.75,3
116.37,39.75,2
116.47,39.910000000000004,65
116.48,39.910000000000004,35
116.39,39.83,22
116.4,39.81,14
116.4,39.83,43
116.47,39.84,63
116.46000000000001,39.84,19
116.47,39.89,292
116.48,39.89,99
116.3,39.910000000000004,11
116.3,39.9,3
116.43,39.97,9
116.43,40.050000000000004,3
116.46000000000001,39.9,145
116.5,39.92,29
116.49000000000001,39.92,14
116.06,39.7,6
116.06,39.71,11
116.05,39.71,5
116.33,39.92,6
116.33,39.910000000000004,2
116.54,39.910000000000004,27
116.54,39.92,11
116.5,39.980000000000004,11
116.48,40.01,1
116.46000000000001,40.01,11
116.13,39.730000000000004,9
116.12,39.72,12
116.13,39.72,1
116.2,39.76,12
116.60000000000001,39.910000000000004,39
116.60000000000001,39.92,72
116.59,39.910000000000004,13
116.61,39.92,46
116.58,39.92,38
116.44,39.85,163
116.43,39.86,68
116.47,39.86,78
116.56,39.96,10
116.55,39.95,54
116.56,39.95,23
116.49000000000001,39.87,57
116.4,39.85,338
116.4,39.86,76
116.36,39.85,36
116.35000000000001,39.84,11
116.45,39.800000000000004,30
116.47,39.9,134
116.48,39.9,47
116.28,39.94,10
116.49000000000001,39.88,7
116.52,39.92,71
116.5,39.93,7
116.55,39.92,30
116.48,39.980000000000004,63
116.51,39.980000000000004,4
116.51,39.99,2
116.19,39.92,6
116.46000000000001,39.83,8
116.47,39.83,21
116.48,39.85,17
116.41,39.94,9
116.4,39.94,2
116.46000000000001,39.86,120
116.45,39.86,198
116.21000000000001,39.92,4
116.21000000000001,39.93,2
116.69,39.88,15
116.69,39.89,22
116.49000000000001,39.84,10
116.48,39.84,35
116.48,39.83,2
116.26,39.96,1
116.26,39.97,1
116.25,39.97,3
116.52,39.980000000000004,3
116.53,39.980000000000004,2
116.32000000000001,39.83,9
116.41,39.88,12
116.39,39.84,147
116.41,39.93,6
116.43,40.07,2
116.38,39.86,16
116.32000000000001,40.050000000000004,4
116.58,39.84,3
116.32000000000001,39.84,4
116.31,39.85,15
116.37,39.83,11
116.36,39.83,13
116.42,39.800000000000004,27
116.42,39.79,9
116.43,39.79,3
116.43,39.76,3
116.31,39.88,30
116.29,39.9,3
116.32000000000001,39.88,11
116.44,39.88,13
116.41,39.86,86
116.48,39.93,42
116.14,39.800000000000004,1
116.35000000000001,39.85,11
116.35000000000001,39.88,8
116.34,39.89,33
116.46000000000001,39.96,28
116.38,39.84,108
116.27,40.02,2
116.39,39.87,12
116.59,39.92,112
116.31,39.9,9
116.48,39.95,7
116.49000000000001,39.95,3
116.7,39.83,5
116.35000000000001,39.92,14
116.34,39.92,1
116.32000000000001,39.92,21
116.47,39.93,135
116.46000000000001,39.85,42
116.45,39.87,124
116.2,39.75,19
116.28,39.71,3
116.49000000000001,39.89,61
116.49000000000001,39.9,151
116.5,39.85,17
116.51,39.85,13
116.31,39.87,18
116.64,39.92,22
116.62,39.980000000000004,4
116.63,39.980000000000004,9
116.48,39.92,123
116.65,39.89,8
116.66,39.88,24
116.69,39.9,3
115.98,40.46,7
116.27,39.9,21
116.28,39.9,1
116.26,39.9,4
116.37,39.84,32
116.5,39.87,34
116.44,39.92,4
116.46000000000001,39.79,5
116.46000000000001,39.78,1
116.48,39.77,2
116.67,39.93,3
116.68,39.93,2
116.41,39.85,181
116.54,39.93,23
116.42,39.81,4
116.43,39.81,1
116.46000000000001,39.910000000000004,41
116.37,39.85,82
116.36,39.86,6
116.31,39.84,4
116.27,39.89,16
116.35000000000001,39.83,9
116.36,39.84,4
116.54,39.94,20
116.31,39.86,5
116.52,39.93,9
116.48,39.97,32
116.54,39.95,44
116.42,39.82,6
116.4,39.84,63
116.67,39.88,24
116.7,39.87,13
116.34,39.78,16
116.33,39.79,21
116.3,39.88,9
116.29,39.88,1
116.37,40.0,16
116.55,40.01,21
116.51,39.92,110
116.4,39.87,14
116.33,40.01,5
116.42,39.87,12
116.49000000000001,39.910000000000004,47
116.58,39.89,6
116.5,39.910000000000004,13
116.44,39.910000000000004,6
116.51,39.910000000000004,36
116.33,39.75,17
116.68,39.86,7
116.56,39.910000000000004,18
116.52,39.910000000000004,80
116.44,39.86,15
116.48,39.86,81
116.37,39.87,4
116.52,39.88,15
116.3,39.83,30
116.39,39.95,5
116.45,39.9,26
116.48,39.96,3
116.49000000000001,39.980000000000004,4
116.51,39.93,6
116.5,39.9,50
116.44,39.75,2
116.54,39.76,11
116.58,39.9,10
116.58,39.910000000000004,32
116.67,39.87,9
116.31,39.910000000000004,6
116.57000000000001,39.95,11
116.21000000000001,39.75,23
116.51,40.02,4
116.53,39.95,12
116.56,39.92,42
116.47,40.01,9
116.43,39.96,16
116.42,39.96,4
116.41,40.06,7
116.27,39.88,21
116.42,39.78,17
116.29,39.83,28
116.43,39.9,12
116.76,39.910000000000004,3
116.77,39.9,1
116.55,39.94,23
116.53,39.94,9
116.32000000000001,39.97,5
116.45,39.96,41
116.24000000000001,39.9,53
116.23,39.89,13
116.41,39.78,1
116.41,39.800000000000004,8
116.29,39.82,7
116.28,39.83,18
116.44,39.87,14
116.45,39.82,4
116.69,39.86,20
116.44,39.800000000000004,47
116.38,39.87,14
116.37,39.86,9
116.28,39.85,18
116.26,39.87,1
116.37,39.980000000000004,6
116.27,39.87,23
116.26,39.86,17
116.66,39.9,15
116.14,39.74,5
116.15,39.75,3
116.3,39.82,4
116.11,39.910000000000004,1
116.11,39.9,1
116.44,39.79,2
116.49000000000001,39.97,3
116.31,39.77,4
116.64,39.87,4
116.63,39.9,17
116.3,39.78,2
116.42,39.97,2
116.55,39.910000000000004,22
116.63,40.03,4
115.97,40.45,16
116.31,39.89,6
116.3,39.89,8
116.62,40.27,2
116.59,40.26,1
116.57000000000001,40.25,1
116.55,40.25,1
116.54,40.0,15
116.55,40.0,9
116.56,40.0,25
116.63,39.97,9
116.42,39.86,24
116.69,39.92,7
116.7,39.92,3
116.7,39.93,1
116.77,39.94,11
116.75,39.85,1
116.87,39.730000000000004,2
116.86,39.74,1
116.52,39.85,7
116.38,39.88,2
116.44,39.89,12
116.43,39.87,11
116.13,39.74,5
115.93,39.81,1
116.2,39.92,12
116.16,39.89,1
116.27,39.92,12
116.76,39.93,3
116.45,39.94,4
116.77,39.95,7
116.76,39.94,2
116.41,39.87,4
116.43,39.89,3
116.7,39.85,10
116.69,39.85,5
116.9,39.800000000000004,1
116.91,39.79,6
116.05,39.7,7
116.53,40.04,11
116.59,39.86,8
116.58,39.86,4
116.57000000000001,39.86,1
116.44,39.83,23
116.31,39.81,2
116.31,39.800000000000004,2
116.4,39.82,8
116.07000000000001,39.660000000000004,5
116.06,39.65,7
116.06,39.660000000000004,3
116.34,39.74,3
116.34,39.75,9
116.3,39.660000000000004,3
116.3,39.65,2
116.55,39.9,23
116.4,39.78,4
116.39,39.78,2
116.34,39.980000000000004,14
116.31,39.71,3
116.32000000000001,39.71,6
116.33,39.7,1
116.36,40.0,1
116.35000000000001,40.02,5
116.09,39.99,6
116.10000000000001,40.0,4
116.3,39.81,2
116.27,39.83,5
116.36,39.980000000000004,11
116.68,39.89,15
116.29,39.84,10
116.27,39.86,1
116.34,39.79,26
116.26,39.89,2
116.25,39.89,4
116.14,39.730000000000004,8
116.4,39.96,3
116.34,39.86,6
116.38,39.83,13
116.61,39.980000000000004,6
116.59,39.99,1
116.52,39.94,20
116.52,39.97,4
116.42,39.88,21
116.32000000000001,39.93,9
116.32000000000001,39.78,5
116.33,39.78,6
116.34,39.85,21
116.17,39.93,1
116.18,39.93,1
116.45,39.83,15
116.45,39.92,24
116.53,39.81,1
116.25,39.85,5
116.17,39.76,5
116.17,39.77,2
116.47,39.980000000000004,18
116.46000000000001,39.99,12
116.42,39.95,3
116.52,39.9,38
116.52,39.89,9
116.49000000000001,39.96,6
116.26,39.910000000000004,1
116.35000000000001,39.910000000000004,4
116.35000000000001,39.9,4
116.21000000000001,39.9,7
116.67,39.86,3
116.39,39.89,9
116.38,39.89,2
116.64,39.89,4
116.63,39.89,7
116.18,39.800000000000004,1
116.16,39.78,2
116.49000000000001,39.85,10
116.52,39.82,4
116.4,39.88,2
116.45,39.85,2
116.16,39.76,9
116.14,39.81,5
116.7,39.84,5
116.42,39.93,14
116.5,40.0,27
116.35000000000001,40.01,11
116.43,39.800000000000004,15
116.58,40.0,11
116.34,39.83,9
116.34,39.82,4
116.25,39.76,2
116.26,39.76,1
116.26,39.77,1
116.51,39.9,30
116.45,39.99,6
116.55,39.97,11
116.34,39.96,6
116.28,39.86,13
116.55,39.730000000000004,4
116.55,39.72,2
116.28,39.88,9
116.26,39.88,3
116.5,39.89,23
116.32000000000001,39.89,14
116.38,39.96,6
116.64,39.88,5
116.63,39.88,1
116.57000000000001,39.9,15
116.24000000000001,39.89,27
115.99000000000001,40.46,9
116.33,39.730000000000004,5
116.39,39.88,3
116.34,39.84,8
116.33,39.93,6
116.52,39.81,2
116.62,39.9,5
116.39,39.92,6
116.55,40.02,25
116.56,40.01,22
116.58,39.94,10
116.49000000000001,39.99,18
116.37,39.910000000000004,26
116.35000000000001,39.93,2
116.42,39.77,3
116.38,39.76,8
116.37,39.76,1
116.47,39.99,30
116.12,39.7,2
116.21000000000001,39.76,12
116.41,39.96,6
116.41,39.97,1
116.44,39.97,13
116.33,39.89,3
116.11,39.72,22
116.69,39.87,13
116.54,39.9,17
116.31,39.47,2
116.18,39.79,1
116.19,39.800000000000004,2
116.19,39.79,1
116.29,39.81,10
116.47,39.800000000000004,11
116.29,39.87,5
116.3,39.87,1
116.68,39.88,14
116.65,39.92,4
116.67,39.9,4
116.47,39.79,3
116.21000000000001,39.82,1
116.2,39.84,1
116.2,39.83,1
116.17,39.85,3
116.52,40.21,2
116.63,39.74,2
116.34,39.87,16
116.34,39.88,3
116.45,39.84,9
116.41,39.9,21
116.39,39.96,11
116.68,39.910000000000004,2
116.27,39.910000000000004,9
116.31,39.83,7
116.33,39.82,2
116.5,39.84,5
116.37,39.9,7
116.37,39.88,7
116.47,39.82,6
116.28,39.87,3
116.3,39.93,4
116.47,39.97,1
116.56,40.03,7
116.57000000000001,40.03,5
116.62,40.02,1
116.60000000000001,39.9,9
116.48,39.800000000000004,3
116.49000000000001,39.79,2
116.23,39.9,16
116.57000000000001,40.0,10
116.53,39.89,8
116.43,39.92,13
116.39,40.0,4
116.63,40.11,1
116.65,40.11,1
116.7,40.14,1
116.60000000000001,39.89,8
116.60000000000001,39.93,9
116.49000000000001,39.82,5
116.52,39.78,11
116.53,39.77,6
116.5,40.03,5
116.14,39.72,11
116.5,39.99,9
116.42,39.9,11
116.56,39.93,4
116.39,39.980000000000004,3
116.38,39.980000000000004,1
116.65,39.77,1
116.83,39.63,1
116.82000000000001,39.63,1
116.44,39.96,40
116.46000000000001,40.02,3
116.26,39.92,3
116.59,39.96,1
116.54,40.050000000000004,1
116.56,39.97,3
116.5,39.95,1
116.21000000000001,39.910000000000004,1
116.48,40.0,2
116.47,39.94,15
116.36,39.81,8
116.36,39.800000000000004,1
116.36,39.77,1
116.42,39.94,9
116.53,40.01,3
116.53,40.02,6
116.3,39.980000000000004,13
116.3,39.94,6
116.64,39.910000000000004,4
116.63,39.910000000000004,7
116.26,39.83,1
116.26,39.82,1
116.22,39.9,3
116.46000000000001,39.800000000000004,4
116.66,39.89,8
116.43,39.95,2
115.98,40.45,4
116.11,39.730000000000004,1
116.28,39.84,8
116.34,39.59,2
116.24000000000001,39.87,1
116.25,39.87,1
116.51,40.01,6
116.53,39.93,2
116.47,39.56,1
116.38,39.57,1
116.18,39.910000000000004,5
116.49000000000001,40.04,3
116.31,39.82,3
116.51,39.97,5
116.17,39.72,2
116.45,40.0,3
116.91,40.06,1
116.9,40.06,1
116.51,40.04,2
116.15,39.72,1
116.13,39.71,1
116.27,39.94,3
116.53,39.92,10
116.53,40.09,2
116.42,40.17,2
116.11,39.93,5
116.36,39.99,1
116.66,40.09,1
116.63,40.06,1
116.32000000000001,39.85,5
116.32000000000001,39.75,5
116.56,39.980000000000004,1
116.57000000000001,39.97,4
116.33,39.83,5
116.28,39.97,3
116.35000000000001,39.79,4
116.43,39.88,2
116.65,39.97,1
116.65,39.95,2
116.49000000000001,39.86,7
116.65,39.9,9
116.44,39.93,8
116.32000000000001,39.9,1
116.43,39.910000000000004,6
116.43,39.980000000000004,40
116.33,39.94,3
116.01,39.59,1
115.92,39.63,1
116.06,39.67,1
116.42,39.910000000000004,1
116.53,40.0,6
116.73,39.94,1
116.73,39.92,1
116.22,39.76,1
116.75,40.0,4
116.44,39.82,4
116.36,39.89,11
116.68,39.87,6
116.27,39.96,3
116.29,39.94,1
116.53,39.800000000000004,5
116.29,40.04,4
116.27,39.75,1
116.27,39.76,1
116.28,39.76,4
116.57000000000001,39.87,1
116.37,39.89,6
116.39,39.93,1
116.43,39.93,5
116.45,39.81,3
116.27,39.93,6
116.35000000000001,39.82,1
116.35000000000001,39.81,2
116.62,39.910000000000004,4
116.31,39.92,1
116.3,39.92,2
116.69,39.79,2
116.65,39.79,3
116.32000000000001,39.730000000000004,2
116.32000000000001,39.74,2
116.32000000000001,39.67,2
116.32000000000001,39.68,2
116.41,40.07,5
116.41,40.050000000000004,1
116.56,40.11,2
116.59,40.0,1
116.57000000000001,39.99,1
116.51,39.86,28
116.29,39.86,6
116.15,39.67,2
116.14,39.68,3
116.59,40.01,1
116.44,39.76,4
116.21000000000001,39.77,3
116.19,39.76,1
116.52,40.02,4
116.65,39.88,5
116.16,39.92,2
116.17,39.92,1
116.33,39.74,10
116.58,39.97,3
116.62,39.800000000000004,2
116.63,39.800000000000004,2
116.64,39.800000000000004,2
116.65,39.800000000000004,2
116.4,39.97,1
116.41,39.980000000000004,6
116.5,39.88,1
116.09,39.660000000000004,3
116.08,39.67,1
116.07000000000001,39.67,1
116.42,39.980000000000004,10
116.57000000000001,39.89,2
116.66,39.87,8
116.15,39.81,4
116.67,39.89,22
116.33,39.9,7
116.22,39.84,5
116.23,39.84,4
116.33,39.84,9
116.45,39.97,11
116.33,39.95,20
116.53,39.85,1
116.52,39.96,1
116.7,39.82,4
116.69,39.82,1
116.46000000000001,40.08,1
116.61,39.9,9
116.59,39.93,6
116.61,39.87,8
116.63,39.92,7
116.62,39.92,5
116.61,40.04,3
116.06,39.730000000000004,5
116.51,39.89,3
116.25,39.86,6
116.22,39.93,2
116.38,40.0,4
116.38,39.99,1
116.52,40.0,5
116.43,39.94,2
116.39,39.94,1
116.63,40.33,2
116.71000000000001,40.03,1
116.27,39.85,1
116.38,39.97,7
116.39,39.81,5
115.98,40.44,1
116.41,40.01,1
116.41,40.11,3
116.37,39.95,8
116.60000000000001,39.99,6
116.25,39.9,5
116.15,39.64,1
116.35000000000001,39.96,7
116.57000000000001,39.88,4
116.31,40.03,3
116.3,40.03,2
116.60000000000001,39.85,3
116.19,39.71,1
116.13,39.6,1
116.38,39.9,1
116.42,39.89,4
116.31,39.97,4
116.14,39.75,2
116.56,40.02,3
116.33,39.800000000000004,2
116.34,39.81,1
116.35000000000001,39.87,1
116.35000000000001,39.86,2
116.8,40.04,2
115.97,40.46,6
116.26,39.84,2
116.37,39.96,1
116.57000000000001,39.910000000000004,7
116.46000000000001,39.980000000000004,2
