lng,lat,count
116.54,39.84,5
116.54,39.85,9
116.53,39.84,8
116.51,39.85,25
116.51,39.86,109
116.49000000000001,39.910000000000004,314
116.48,39.910000000000004,260
116.5,39.93,103
116.49000000000001,39.93,23
116.47,39.93,72
116.47,39.910000000000004,112
116.31,39.96,20
116.46000000000001,39.92,98
116.48,39.92,107
116.47,39.92,186
116.39,39.85,214
116.34,39.980000000000004,38
116.32000000000001,39.980000000000004,12
116.43,39.84,71
116.44,39.95,13
116.27,39.93,48
116.44,39.96,89
116.41,39.84,63
116.27,39.89,47
116.5,39.94,5
116.47,39.87,122
116.48,39.87,26
116.47,39.88,133
116.27,39.88,45
116.58,39.94,15
116.58,39.92,75
116.57000000000001,39.92,22
116.46000000000001,39.88,470
116.54,40.03,18
116.27,39.92,27
116.42,39.78,41
116.63,39.9,38
116.54,39.75,13
116.55,39.75,4
116.42,39.800000000000004,110
116.55,39.93,5
116.59,39.92,162
116.45,39.86,183
116.43,39.85,153
116.42,39.83,55
116.43,39.83,52
116.42,39.84,216
116.4,39.78,38
116.39,39.78,8
116.42,39.85,134
116.44,39.85,86
116.44,39.9,2
116.43,39.9,13
116.42,39.9,8
116.34,39.85,45
116.37,39.84,65
116.38,39.84,115
116.41,39.83,26
116.46000000000001,39.93,140
116.65,39.89,7
116.64,39.89,7
116.43,39.97,11
116.44,39.97,12
116.42,39.96,8
116.5,39.92,241
116.5,39.910000000000004,120
116.22,39.85,6
116.23,39.85,12
116.07000000000001,39.65,11
116.06,39.65,10
116.11,39.72,23
116.31,39.83,7
116.34,39.83,22
116.3,39.83,14
116.5,39.9,59
116.52,39.910000000000004,122
116.51,39.910000000000004,75
116.51,39.92,86
116.52,39.92,91
116.35000000000001,39.94,3
116.44,39.76,13
116.27,39.910000000000004,36
116.27,39.9,52
116.4,39.99,28
116.42,39.82,13
116.49000000000001,39.92,132
116.46000000000001,39.910000000000004,63
116.43,39.92,15
116.49000000000001,39.85,34
116.46000000000001,39.9,67
116.46000000000001,39.87,379
116.5,39.89,52
116.45,39.87,343
116.47,39.89,136
116.46000000000001,39.96,23
116.62,39.9,13
116.64,39.87,4
116.64,39.88,1
116.59,39.910000000000004,105
116.60000000000001,39.94,10
116.45,39.88,284
116.33,39.83,16
116.65,39.93,8
116.46000000000001,39.86,76
116.49000000000001,39.97,10
116.5,39.97,3
116.44,39.79,1
115.97,40.45,11
115.96000000000001,40.45,5
116.57000000000001,39.910000000000004,43
116.60000000000001,39.910000000000004,41
116.55,40.01,19
116.34,39.910000000000004,6
116.3,40.09,9
116.45,40.08,2
116.41,40.1,1
116.45,40.02,3
116.46000000000001,40.04,1
116.46000000000001,40.03,2
116.47,40.03,2
116.49000000000001,39.9,136
116.28,39.87,10
116.28,39.85,107
116.49000000000001,39.88,5
116.47,39.9,89
116.84,39.81,3
116.48,39.88,46
116.47,39.86,115
116.45,39.92,35
116.45,39.95,18
116.46000000000001,39.95,5
116.57000000000001,39.87,1
116.43,39.96,33
116.28,39.84,61
116.3,39.86,22
116.31,39.82,12
116.32000000000001,39.61,2
116.32000000000001,39.660000000000004,2
116.51,39.89,9
116.52,39.89,25
116.44,39.84,47
116.68,39.93,24
116.69,39.93,5
116.31,39.68,4
116.68,39.92,20
116.66,39.9,5
116.55,39.910000000000004,160
116.67,39.93,2
116.41,39.99,42
116.38,39.99,2
116.27,39.95,21
116.28,39.95,3
116.25,39.95,2
116.28,39.82,4
116.28,39.81,8
116.42,39.79,30
116.53,40.04,2
116.53,40.03,2
116.52,40.03,3
116.31,39.86,3
116.3,39.89,4
116.26,39.89,19
116.22,39.89,8
116.46000000000001,39.89,140
116.35000000000001,39.980000000000004,17
116.33,39.980000000000004,20
116.27,39.96,11
116.41,39.85,99
116.63,39.910000000000004,13
116.58,39.9,24
116.60000000000001,39.9,15
116.61,39.92,14
116.41,39.9,19
116.39,39.89,1
116.12,39.72,14
116.43,39.86,276
116.51,39.88,34
116.52,39.88,51
116.45,39.910000000000004,94
116.33,39.9,12
116.32000000000001,39.9,4
116.39,39.86,195
116.41,39.79,14
116.4,39.79,1
116.4,39.800000000000004,2
116.4,39.85,136
116.45,39.93,48
116.53,39.910000000000004,23
116.57000000000001,39.93,5
116.58,39.910000000000004,88
116.38,39.85,119
116.44,39.83,14
116.54,39.910000000000004,41
116.29,39.83,24
116.4,39.730000000000004,2
116.3,39.62,1
117.02,40.38,2
116.48,39.84,15
116.60000000000001,39.92,53
116.56,39.92,60
116.54,39.93,29
116.14,39.730000000000004,32
116.54,39.96,33
116.54,39.95,25
116.41,39.800000000000004,32
116.4,39.81,4
116.52,39.85,66
116.53,39.85,16
116.41,39.86,124
116.56,40.01,21
116.59,39.86,3
116.5,39.85,37
116.7,39.910000000000004,2
116.58,39.800000000000004,3
116.36,39.86,70
116.37,39.86,15
116.48,39.93,69
116.53,39.92,21
116.36,39.84,145
116.53,39.86,29
116.56,39.79,1
116.56,39.78,1
116.55,39.79,1
116.42,40.050000000000004,4
116.42,40.06,3
116.36,39.85,119
116.37,39.85,85
116.4,39.83,28
116.38,39.86,150
116.54,39.94,6
116.15,39.800000000000004,12
116.17,39.81,4
116.16,39.81,8
116.09,39.730000000000004,2
116.09,39.67,2
116.39,39.87,20
116.5,39.76,1
116.29,39.84,15
116.41,39.78,39
116.42,39.86,126
116.42,39.88,12
116.18,39.85,7
116.77,39.95,12
116.46000000000001,39.94,26
116.43,39.980000000000004,44
116.42,39.980000000000004,33
116.47,39.980000000000004,7
116.48,39.980000000000004,23
116.45,39.83,45
116.45,39.85,2
116.44,39.92,33
116.5,39.86,81
116.51,40.0,3
116.37,39.83,21
116.36,39.83,18
116.28,39.910000000000004,6
116.43,39.87,41
116.44,39.87,31
116.28,39.89,5
116.28,39.83,39
116.51,39.94,16
116.77,39.94,50
116.48,39.9,80
116.13,39.79,3
116.14,39.79,2
116.55,39.9,15
116.48,39.89,43
116.48,39.86,76
116.49000000000001,39.87,29
116.49000000000001,39.86,8
116.54,39.9,30
116.31,39.89,2
116.4,39.86,47
116.41,39.87,12
116.34,39.86,9
116.10000000000001,39.93,6
116.29,39.77,18
116.45,39.800000000000004,18
116.78,39.94,12
116.57000000000001,39.9,22
116.41,40.0,10
116.39,39.83,45
116.35000000000001,39.86,53
116.24000000000001,39.85,3
116.33,39.89,6
116.35000000000001,39.89,1
116.34,39.730000000000004,26
116.34,39.72,9
116.41,39.980000000000004,92
116.38,39.83,16
116.5,39.81,3
116.51,39.82,1
116.51,39.81,1
116.38,39.87,8
116.3,40.06,2
116.29,39.97,2
116.18,39.75,2
116.18,39.76,12
116.34,39.84,5
116.49000000000001,39.96,17
116.55,40.02,15
116.54,40.02,2
116.2,39.83,21
116.18,39.83,11
116.2,39.84,6
116.45,39.96,53
116.58,39.980000000000004,4
116.58,39.97,12
116.32000000000001,39.57,3
116.32000000000001,39.58,2
116.32000000000001,39.59,3
116.32000000000001,39.6,3
116.4,39.980000000000004,28
116.45,39.9,45
116.55,39.96,16
116.55,39.95,11
116.39,39.84,74
116.43,39.800000000000004,21
116.47,39.84,25
116.65,39.910000000000004,3
116.62,39.910000000000004,14
116.63,39.92,9
116.68,39.89,2
116.66,39.88,36
116.31,39.92,2
116.52,39.9,15
116.51,39.9,41
116.31,39.88,26
116.32000000000001,40.050000000000004,3
116.51,39.93,14
116.49000000000001,39.89,44
116.39,39.96,7
116.49000000000001,39.81,3
116.56,40.0,14
116.57000000000001,39.97,11
116.57000000000001,39.980000000000004,1
116.48,39.85,8
116.48,39.83,2
116.27,39.87,15
116.54,39.86,7
116.38,39.980000000000004,33
116.25,39.97,2
116.24000000000001,39.97,3
116.17,39.82,4
116.18,39.81,3
116.19,39.84,1
116.19,39.85,1
116.17,39.86,1
116.17,39.85,1
116.27,39.94,22
116.38,39.88,6
116.37,39.88,6
116.37,39.89,6
116.26,39.96,4
116.16,39.800000000000004,24
116.43,39.88,4
116.5,39.800000000000004,4
116.05,39.62,2
116.45,39.84,7
116.39,40.0,19
116.4,40.0,7
116.48,39.95,24
116.48,39.94,4
116.53,39.93,9
116.52,39.93,4
116.58,39.69,1
116.57000000000001,39.68,1
116.16,39.76,26
116.35000000000001,39.82,2
116.34,39.82,11
116.44,40.18,2
116.45,40.2,1
116.46000000000001,40.2,1
116.46000000000001,39.82,9
