lng,lat,count
116.39,39.96,240
116.38,39.96,266
116.4,39.96,218
116.47,39.95,75
116.46000000000001,39.95,381
116.41,39.96,323
116.42,39.97,92
116.41,39.97,127
116.43,39.97,85
116.43,39.96,208
116.45,39.94,262
116.4,39.99,285
116.41,39.99,231
116.41,39.95,42
116.5,39.92,507
116.51,39.92,346
116.11,39.72,36
116.5,39.910000000000004,283
116.46000000000001,39.94,282
116.13,39.730000000000004,25
116.12,39.730000000000004,12
116.44,39.980000000000004,74
116.57000000000001,39.910000000000004,84
116.58,39.92,58
116.59,39.92,178
116.48,39.93,122
116.34,39.78,52
116.33,39.78,13
116.34,39.79,39
116.65,39.92,40
116.65,39.93,10
116.23,39.84,116
116.22,39.84,46
116.46000000000001,39.910000000000004,462
116.43,39.980000000000004,111
116.42,39.980000000000004,52
116.27,39.86,33
116.26,39.86,37
116.26,39.85,7
116.43,40.01,6
116.51,40.14,2
116.43,40.0,22
116.32000000000001,39.83,46
116.5,39.93,175
116.49000000000001,39.9,330
116.29,39.86,82
116.29,39.84,34
116.29,39.83,103
116.48,39.89,633
116.49000000000001,39.89,393
116.28,39.84,106
116.28,39.83,166
116.47,39.87,208
116.47,39.86,250
116.47,39.85,61
116.44,39.800000000000004,229
116.3,39.96,113
116.3,39.95,29
116.45,39.86,372
116.46000000000001,39.85,101
116.49000000000001,39.92,221
116.45,39.89,190
116.49000000000001,39.69,4
116.32000000000001,39.85,78
116.31,39.85,93
116.16,39.75,54
116.51,39.800000000000004,20
116.42,40.06,4
116.41,40.06,5
116.41,40.050000000000004,22
116.42,40.050000000000004,7
116.41,39.85,499
116.44,39.83,71
116.53,39.86,61
116.34,40.03,26
116.42,39.85,409
116.46000000000001,39.87,880
116.66,39.88,338
116.46000000000001,39.93,750
116.43,39.85,328
116.46000000000001,39.9,1006
116.42,39.84,526
116.45,39.9,572
116.31,39.83,116
116.3,39.83,150
116.27,39.87,160
116.28,39.87,34
116.11,39.96,2
116.11,39.93,13
116.10000000000001,39.94,57
116.45,39.93,151
116.42,39.86,131
116.35000000000001,39.85,40
116.35000000000001,39.84,62
116.36,39.85,137
116.36,39.84,142
116.4,39.85,226
116.4,39.86,24
116.39,39.85,491
116.34,39.96,20
116.19,39.79,26
116.21000000000001,39.78,2
116.63,39.89,98
116.56,40.09,30
116.39,39.81,2
116.39,39.84,30
116.41,39.800000000000004,29
116.42,39.81,6
116.46000000000001,39.92,694
116.76,39.93,70
116.49000000000001,40.0,30
116.46000000000001,39.88,1255
116.11,39.660000000000004,4
116.13,39.72,28
116.14,39.730000000000004,33
116.45,39.92,264
116.12,39.72,74
116.12,39.71,34
116.38,39.86,79
116.39,39.86,199
116.37,39.86,45
116.12,39.7,27
116.41,40.03,82
116.41,39.980000000000004,112
116.44,39.97,59
116.43,39.92,175
116.45,39.87,778
116.42,39.96,162
116.31,39.76,30
116.51,39.9,29
116.5,39.9,58
116.47,39.9,990
116.47,39.910000000000004,1148
116.38,39.95,36
116.46000000000001,40.0,88
116.10000000000001,39.71,6
116.34,39.87,64
116.46000000000001,39.86,343
116.33,39.88,49
116.34,39.88,70
116.43,39.910000000000004,66
116.31,39.9,46
116.3,39.9,22
116.44,39.92,149
116.32000000000001,39.88,65
116.31,39.88,123
116.34,39.85,53
116.27,39.88,153
116.32000000000001,39.92,56
116.5,39.89,166
116.47,39.99,633
116.64,39.88,50
116.63,39.910000000000004,35
116.64,39.910000000000004,36
116.48,39.88,123
116.47,39.89,638
116.4,39.97,50
116.35000000000001,39.96,50
116.45,39.910000000000004,278
116.55,39.910000000000004,132
116.3,39.89,51
116.33,39.96,68
116.31,39.92,137
116.4,39.81,33
116.35000000000001,39.88,34
116.36,39.88,114
116.41,40.0,489
116.4,40.0,353
116.26,39.88,18
116.65,39.9,43
116.42,39.99,104
116.52,39.9,54
116.41,40.04,78
116.41,39.84,489
116.59,40.12,6
116.45,39.88,377
116.5,39.97,52
116.52,39.95,14
116.51,39.96,12
116.5,39.96,81
116.47,39.88,400
116.4,39.83,76
116.39,39.83,37
116.5,39.86,149
116.49000000000001,39.86,15
116.49000000000001,39.87,34
116.56,39.730000000000004,8
116.47,39.93,121
116.78,40.03,4
116.8,40.04,2
116.29,39.82,80
116.31,39.82,49
116.28,39.93,18
116.27,39.93,58
116.47,39.96,42
116.48,39.96,100
116.48,39.9,261
116.4,39.95,34
116.39,39.95,31
116.39,39.94,34
116.38,39.9,20
116.34,39.9,59
116.46000000000001,40.01,67
116.48,39.980000000000004,620
116.54,39.88,20
116.51,39.87,19
116.46000000000001,39.83,56
116.43,39.84,106
116.5,39.85,70
116.38,39.85,229
116.28,39.85,178
116.27,39.84,8
116.60000000000001,39.9,145
116.59,39.9,62
116.48,39.85,80
116.48,39.84,54
116.48,39.910000000000004,367
