lng,lat,count
116.43,39.86,97
116.45,39.9,512
116.41,39.96,228
116.42,39.96,29
116.43,39.85,232
116.44,39.94,254
116.38,40.0,50
116.38,39.99,39
116.39,40.0,28
116.4,39.99,325
116.38,39.980000000000004,34
116.41,39.99,195
116.47,39.89,341
116.46000000000001,39.92,457
116.46000000000001,39.95,134
116.46000000000001,39.93,512
116.45,39.93,250
116.59,40.07,9
116.58,40.06,24
116.10000000000001,39.94,5
116.09,39.94,3
116.52,40.01,33
116.53,40.0,2
116.53,40.01,2
116.49000000000001,39.980000000000004,90
116.13,39.75,1
116.12,39.74,12
116.13,39.730000000000004,23
116.12,39.730000000000004,10
116.46000000000001,39.83,44
116.47,39.83,68
116.47,39.84,85
116.47,39.88,194
116.48,39.87,73
116.47,39.87,149
116.54,39.93,15
116.56,39.93,35
116.32000000000001,39.68,89
116.32000000000001,39.69,64
116.31,39.68,48
116.52,39.910000000000004,163
116.33,39.69,7
116.39,39.96,153
116.38,39.96,198
116.16,39.76,54
116.7,39.86,5
116.69,39.86,5
116.39,39.99,13
116.45,39.89,115
116.46000000000001,39.88,428
116.67,39.89,28
116.66,39.89,23
116.68,39.93,19
116.68,39.92,31
116.43,39.93,247
116.59,39.910000000000004,195
116.42,39.94,74
116.42,39.93,29
116.47,39.99,115
116.48,39.99,154
116.4,39.84,101
116.39,39.84,37
116.48,39.93,60
116.55,40.13,13
116.43,40.0,7
116.48,40.07,4
116.44,39.99,16
116.43,39.92,190
116.33,39.730000000000004,67
116.44,39.9,216
116.41,39.9,140
116.26,40.12,39
116.26,40.14,8
116.25,40.14,5
116.37,39.84,96
116.38,39.85,119
116.45,39.910000000000004,770
116.46000000000001,39.910000000000004,492
116.46000000000001,39.94,225
116.45,39.94,106
116.49000000000001,39.96,48
116.43,39.910000000000004,103
116.43,39.94,142
116.47,40.0,56
116.37,39.96,75
116.36,39.96,27
116.41,39.85,254
116.51,39.910000000000004,286
116.39,39.85,363
116.27,40.12,8
116.27,40.14,2
116.43,39.83,51
116.41,39.84,216
116.48,39.980000000000004,262
116.59,40.04,15
116.49000000000001,39.95,102
116.59,39.92,257
116.61,39.92,82
116.61,39.910000000000004,3
116.4,40.0,230
116.28,40.08,8
116.28,40.07,3
116.48,39.95,22
116.16,39.75,13
116.17,39.75,1
116.46000000000001,39.97,35
116.44,39.86,52
116.44,39.87,141
116.41,40.0,170
116.43,39.99,8
116.43,39.980000000000004,47
116.44,39.96,172
116.37,39.83,49
116.25,39.97,5
116.57000000000001,39.89,11
116.49000000000001,39.910000000000004,627
116.33,39.93,43
116.41,39.980000000000004,314
116.42,39.99,58
116.42,39.980000000000004,83
116.4,39.83,34
116.29,39.83,126
116.51,39.81,5
116.35000000000001,39.71,14
116.47,39.9,756
116.39,39.980000000000004,14
116.32000000000001,39.87,9
116.53,39.97,7
116.45,39.95,75
116.29,39.82,141
116.41,39.83,35
116.46000000000001,39.9,834
116.48,39.910000000000004,295
116.28,39.82,108
116.48,39.89,147
116.4,39.85,277
116.16,39.77,25
116.17,39.77,21
116.4,40.04,13
116.39,40.04,1
116.37,39.95,74
116.27,39.89,198
116.26,39.84,2
116.26,39.85,10
116.45,39.92,469
116.46000000000001,39.87,792
116.45,39.87,566
116.46000000000001,39.86,212
116.44,39.92,190
116.51,39.92,278
116.65,39.92,12
