lng,lat,count
116.48,39.9,55
116.48,39.92,110
116.49000000000001,39.92,103
116.41,39.85,35
116.46000000000001,39.9,150
116.37,39.85,35
116.41,39.980000000000004,23
116.36,39.84,12
116.37,39.84,16
116.54,39.910000000000004,106
116.46000000000001,39.86,105
116.49000000000001,39.910000000000004,288
116.35000000000001,39.980000000000004,3
116.36,39.99,2
116.43,39.86,79
116.58,39.92,122
116.42,39.86,14
116.59,39.910000000000004,121
116.58,39.910000000000004,112
116.21000000000001,39.84,15
116.21000000000001,39.82,5
116.2,39.82,12
116.57000000000001,39.910000000000004,35
116.58,39.9,35
116.38,39.84,33
116.56,39.92,84
116.63,40.33,18
116.62,40.32,5
116.60000000000001,39.92,254
116.60000000000001,39.94,34
116.61,39.92,123
116.64,40.32,22
116.64,40.33,8
116.38,39.77,3
116.37,39.77,5
116.37,39.76,2
116.38,39.76,10
116.4,40.04,11
116.63,40.32,20
116.13,39.72,14
116.14,39.72,19
116.59,39.92,139
116.46000000000001,39.93,143
116.47,39.93,54
116.57000000000001,39.9,138
116.60000000000001,39.93,22
116.5,39.92,149
116.5,39.910000000000004,254
116.48,39.910000000000004,102
116.54,39.9,31
116.45,40.0,4
116.47,39.94,2
116.46000000000001,39.94,25
116.55,39.910000000000004,194
116.27,39.88,35
116.31,39.980000000000004,11
116.31,40.02,6
116.11,39.72,9
116.16,39.74,7
116.15,39.74,20
116.14,39.730000000000004,71
116.28,39.81,14
116.28,39.82,21
116.7,39.84,3
116.7,39.85,15
116.7,39.9,18
116.10000000000001,39.94,10
116.10000000000001,39.93,21
116.11,39.94,1
116.38,40.160000000000004,3
116.55,39.9,27
116.48,39.980000000000004,117
116.48,39.97,89
116.45,40.01,1
116.44,40.01,1
116.41,40.02,7
116.42,40.02,4
116.3,39.660000000000004,4
116.31,39.67,9
116.48,39.89,69
116.48,39.87,37
116.48,39.86,30
116.49000000000001,39.980000000000004,27
116.11,39.910000000000004,20
116.11,39.92,14
116.47,39.9,215
116.47,39.86,80
116.47,39.87,66
116.44,39.88,23
116.65,40.62,1
116.45,39.86,79
116.46000000000001,39.87,99
116.73,39.910000000000004,2
116.46000000000001,39.92,83
116.4,39.94,3
116.41,39.94,5
116.45,39.92,23
116.43,39.92,18
116.66,39.86,11
116.28,39.85,9
116.29,39.85,6
116.27,40.09,4
116.26,40.09,2
116.26,40.1,2
116.51,39.910000000000004,218
116.12,39.72,5
116.53,39.910000000000004,89
116.55,40.02,7
116.34,39.85,16
116.17,39.76,6
116.21000000000001,39.76,39
116.22,39.76,5
116.16,39.92,10
116.16,39.93,1
116.46000000000001,40.01,4
116.51,39.89,41
116.55,39.92,36
116.47,39.92,55
116.7,39.96,1
116.68,39.89,2
116.71000000000001,39.88,5
116.45,39.87,71
116.51,39.86,146
116.51,39.9,75
116.27,39.95,7
116.28,39.95,13
116.44,39.89,56
116.45,39.89,72
116.52,39.9,44
116.5,39.93,121
116.43,39.89,75
116.46000000000001,39.88,97
116.60000000000001,39.910000000000004,79
116.16,39.72,7
116.17,39.72,2
116.18,39.72,11
116.09,39.95,4
116.09,39.94,23
116.55,39.93,5
116.41,39.89,15
116.4,39.88,2
116.21000000000001,39.79,8
116.49000000000001,39.88,8
116.49000000000001,39.87,50
116.15,39.79,4
116.52,39.910000000000004,226
116.45,39.99,10
116.12,39.84,1
116.11,39.83,1
116.43,39.88,16
116.51,39.95,7
116.51,39.94,10
116.57000000000001,39.92,47
116.31,39.97,19
116.25,39.97,1
116.42,39.9,13
116.41,39.87,8
116.56,39.9,35
116.5,39.89,78
116.36,39.85,14
116.59,39.9,15
116.21000000000001,39.77,6
116.18,39.78,6
116.18,39.77,1
116.38,39.96,36
116.44,39.96,101
116.46000000000001,39.89,125
116.63,39.88,39
116.63,39.87,8
116.44,39.910000000000004,3
116.45,39.910000000000004,24
116.5,39.88,11
116.45,39.9,63
116.33,39.72,10
116.64,39.88,46
116.63,39.89,5
116.65,40.31,1
116.63,40.31,20
116.35000000000001,39.82,2
116.32000000000001,39.67,11
116.32000000000001,39.68,28
116.46000000000001,39.83,35
116.23,40.07,2
116.16,39.76,25
116.18,39.76,14
116.29,40.08,2
116.29,40.07,8
116.51,39.92,103
116.32000000000001,39.85,8
116.31,39.85,13
116.52,39.67,1
116.51,39.85,82
116.54,39.87,1
116.64,39.9,17
116.65,39.89,5
116.42,39.87,21
116.44,39.86,19
116.65,39.94,4
116.3,40.04,14
116.52,39.78,6
116.47,39.84,24
116.48,39.83,4
116.38,39.85,30
116.44,39.94,8
116.44,39.95,7
116.45,39.95,27
116.43,39.83,21
116.5,39.86,99
116.60000000000001,39.89,50
116.31,39.89,19
116.42,39.89,21
116.59,39.88,6
116.57000000000001,39.88,9
116.58,39.89,13
116.71000000000001,39.86,2
116.7,39.86,5
116.46000000000001,39.95,25
116.46000000000001,39.96,16
116.17,39.92,8
116.46000000000001,39.81,7
116.45,39.81,1
116.47,39.910000000000004,69
116.48,39.93,18
116.47,39.980000000000004,32
116.46000000000001,40.0,2
116.12,39.9,2
116.12,39.89,5
116.3,39.67,1
116.29,39.67,1
116.62,39.95,7
116.54,39.96,5
116.54,39.95,5
116.47,39.89,99
116.3,40.03,5
116.32000000000001,40.03,3
116.31,40.04,1
116.43,39.87,63
116.43,39.97,13
116.2,39.83,11
116.2,39.84,11
116.49000000000001,39.9,98
116.54,39.75,12
116.54,39.76,27
116.53,39.77,4
116.5,39.9,71
116.49000000000001,39.97,19
116.39,39.88,3
116.41,39.88,2
116.26,40.12,11
116.29,40.09,14
116.5,39.97,36
116.34,39.76,9
116.33,39.76,7
116.5,39.85,83
116.46000000000001,39.980000000000004,9
116.61,39.89,10
116.48,39.84,21
116.49000000000001,39.84,2
116.45,39.82,16
116.44,39.82,4
116.46000000000001,39.82,12
116.42,39.84,44
116.08,39.94,1
116.47,39.83,44
116.60000000000001,39.9,38
116.62,40.31,4
116.52,39.94,8
116.44,39.9,7
116.65,40.32,3
116.51,39.76,8
116.5,39.76,3
116.55,39.730000000000004,2
116.54,39.730000000000004,12
116.45,39.88,54
116.41,40.04,12
116.49000000000001,39.96,21
116.77,39.95,4
116.17,39.74,4
116.18,39.75,7
116.61,39.9,2
116.78,39.94,2
116.74000000000001,39.94,2
116.73,39.94,6
116.27,39.82,4
116.29,39.75,1
116.56,40.06,1
116.55,40.09,1
116.55,40.1,2
116.56,40.1,1
116.37,39.95,7
116.37,39.94,2
116.31,40.01,9
116.32000000000001,40.01,2
116.37,39.96,14
116.68,39.86,5
116.69,39.84,1
116.09,39.980000000000004,1
116.74000000000001,39.9,2
116.73,39.9,7
116.44,39.83,4
116.3,39.87,1
116.3,39.89,5
116.49000000000001,39.93,29
116.33,39.78,5
116.33,39.79,1
116.51,39.84,3
116.18,39.79,5
116.19,39.79,5
116.44,39.85,9
116.43,39.85,27
116.37,39.99,5
116.38,39.99,9
116.16,39.730000000000004,7
116.18,39.730000000000004,4
116.18,39.74,6
116.61,39.93,6
116.63,39.9,27
116.64,39.92,7
116.63,39.92,16
116.77,39.94,4
116.44,39.87,48
116.57000000000001,39.89,22
116.36,39.72,7
116.36,39.71,1
116.64,40.300000000000004,16
116.64,40.29,1
116.68,39.910000000000004,9
116.67,39.92,2
116.5,39.87,61
116.35000000000001,39.89,3
116.21000000000001,39.75,60
116.2,39.75,10
116.11,39.9,10
116.48,39.94,8
116.49000000000001,39.94,3
116.33,40.03,4
116.69,40.27,1
116.77,40.31,1
116.78,40.32,1
116.60000000000001,39.88,26
116.61,39.88,10
116.44,40.02,3
116.43,40.02,6
116.44,40.03,3
116.42,39.85,20
116.55,39.75,9
116.53,39.84,2
116.4,39.980000000000004,4
116.27,40.11,4
116.28,40.11,2
116.48,39.96,11
116.48,39.95,17
116.32000000000001,39.62,1
116.32000000000001,39.63,7
116.32000000000001,39.64,12
116.71000000000001,39.87,10
116.26,39.9,10
116.45,39.94,11
116.23,39.83,5
116.51,39.93,23
116.66,39.88,72
116.22,39.77,7
116.41,40.03,6
116.42,40.03,2
116.39,39.9,6
116.34,39.9,2
116.33,39.9,2
116.33,39.910000000000004,3
116.44,39.84,11
116.39,39.83,20
116.39,39.84,13
116.39,39.81,2
116.3,39.910000000000004,12
116.31,39.92,23
116.5,39.79,2
116.46000000000001,39.910000000000004,68
116.32000000000001,39.69,1
116.39,39.86,5
116.39,39.85,36
116.48,39.88,25
116.11,39.95,2
116.57000000000001,40.0,8
116.65,39.9,16
116.42,39.980000000000004,33
116.39,40.0,11
116.39,39.99,2
116.15,39.76,1
116.4,39.85,44
116.4,39.87,5
116.41,39.86,4
116.3,39.980000000000004,26
116.26,39.92,8
116.37,39.89,4
116.47,39.88,75
116.34,39.84,8
116.34,39.83,11
116.34,39.81,2
116.32000000000001,40.07,8
116.65,39.95,1
116.36,39.88,8
116.62,39.89,3
116.41,39.92,6
116.45,39.93,21
116.44,39.93,1
116.43,39.93,8
116.58,40.07,6
116.29,40.04,21
116.62,39.87,1
116.35000000000001,39.84,21
116.48,39.85,25
116.42,39.96,12
116.43,39.96,26
116.49000000000001,39.89,29
116.41,40.0,3
116.3,39.97,4
116.29,40.2,2
116.28,40.2,2
116.09,39.93,10
116.32000000000001,40.050000000000004,20
116.44,39.79,2
116.11,39.93,10
116.52,39.92,36
116.58,39.93,9
116.48,39.79,42
116.13,39.730000000000004,25
116.29,39.86,1
116.67,39.88,15
116.45,39.96,41
116.67,39.86,9
116.56,40.03,5
116.59,40.01,2
116.66,39.92,1
116.32000000000001,39.97,3
116.31,39.96,5
116.28,39.84,16
116.47,39.85,42
116.06,39.71,4
116.69,39.910000000000004,6
116.63,40.300000000000004,14
116.59,40.03,1
116.68,39.88,6
116.69,39.88,2
116.57000000000001,39.94,2
116.51,40.01,7
116.5,40.0,20
116.31,39.83,2
116.42,39.94,7
116.41,39.93,5
116.47,39.79,7
116.48,39.78,2
116.23,39.84,9
116.22,39.84,22
116.23,39.85,16
116.26,40.13,9
116.32000000000001,40.06,3
116.33,39.99,9
116.34,40.0,2
116.4,39.99,14
116.47,39.99,22
116.62,39.92,20
116.5,40.06,2
116.51,40.050000000000004,2
116.51,40.06,1
116.57000000000001,39.79,2
116.56,39.79,24
116.19,39.92,3
116.66,39.9,13
116.7,39.79,1
116.59,39.93,17
116.59,39.94,4
116.54,39.97,6
116.53,39.97,5
116.46000000000001,39.84,32
116.61,40.06,3
116.27,40.04,1
116.15,39.75,2
116.16,39.75,4
116.52,39.87,2
116.36,39.96,15
116.34,39.67,3
116.34,39.660000000000004,2
116.25,39.94,3
116.14,39.75,3
116.33,39.89,2
116.35000000000001,39.910000000000004,8
116.35000000000001,39.92,9
116.33,39.75,11
116.65,39.88,12
116.28,39.77,2
116.29,39.77,4
116.37,39.86,11
116.34,39.96,3
116.5,39.800000000000004,16
116.51,39.79,5
116.39,39.94,5
116.3,39.92,7
116.33,40.04,13
116.10000000000001,39.92,11
116.29,39.910000000000004,6
116.29,39.92,1
116.34,40.07,1
116.33,40.07,2
116.37,40.08,2
116.26,40.04,3
116.06,39.68,5
