lng,lat,count
116.44,39.94,142
116.46000000000001,39.94,124
116.45,39.94,98
116.46000000000001,39.95,166
116.45,39.95,106
116.46000000000001,39.93,394
116.45,39.96,84
116.44,39.96,112
116.41,39.980000000000004,119
116.43,39.980000000000004,104
116.41,39.99,34
116.4,39.99,176
116.41,40.0,13
116.43,39.94,32
116.55,39.79,1
116.57000000000001,39.81,10
116.63,39.800000000000004,1
116.55,39.910000000000004,135
116.44,39.95,68
116.45,39.93,80
116.41,39.92,19
116.4,39.92,3
116.2,39.76,25
116.13,39.730000000000004,20
116.47,39.87,44
116.48,39.87,31
116.49000000000001,39.87,32
116.47,39.88,75
116.19,39.79,15
116.64,39.92,21
116.67,39.9,17
116.64,39.910000000000004,16
116.65,39.92,9
116.67,39.92,14
116.42,39.84,154
116.34,39.78,81
116.49000000000001,39.92,171
116.5,39.92,377
116.31,39.82,45
116.3,39.82,22
116.3,39.83,22
116.37,39.980000000000004,47
116.86,40.37,16
116.35000000000001,39.96,18
116.34,39.96,6
116.34,39.95,2
116.46000000000001,39.86,121
116.49000000000001,39.89,94
116.55,39.9,51
116.53,39.9,61
116.52,39.910000000000004,242
116.34,39.77,39
116.3,39.78,5
116.45,39.89,84
116.46000000000001,39.89,345
116.36,40.06,20
116.4,39.84,63
116.39,39.83,47
116.49000000000001,39.96,128
116.68,39.95,5
116.68,39.94,8
116.37,40.06,17
116.29,39.87,30
116.3,39.87,8
116.36,40.07,7
116.36,40.08,10
116.37,40.08,10
116.44,39.88,36
116.58,39.910000000000004,143
116.57000000000001,39.9,113
116.58,39.87,2
116.49000000000001,39.910000000000004,272
116.46000000000001,39.96,90
116.43,39.95,16
116.31,39.93,47
116.48,39.92,272
116.52,39.92,203
116.51,39.92,345
116.36,39.980000000000004,50
116.35000000000001,40.03,24
116.34,40.02,12
116.45,39.92,335
116.46000000000001,39.92,366
116.68,39.92,36
116.47,39.83,38
116.48,39.93,57
116.5,39.93,118
116.34,39.980000000000004,38
116.34,39.99,7
116.35000000000001,40.04,27
116.35000000000001,39.980000000000004,18
116.16,39.81,7
116.29,39.86,135
116.28,39.86,119
116.27,39.87,57
116.27,39.86,27
116.37,39.82,4
116.36,39.83,112
116.47,39.93,85
116.32000000000001,39.72,7
116.33,39.72,34
116.33,39.730000000000004,139
116.46000000000001,39.87,387
116.31,40.03,26
116.3,40.03,26
116.26,39.86,38
116.21000000000001,39.89,5
116.17,39.86,1
116.17,39.82,4
116.16,39.82,2
116.42,40.04,18
116.32000000000001,40.06,30
116.49000000000001,39.9,177
116.41,40.04,36
116.65,40.13,41
116.19,39.800000000000004,9
116.52,39.9,48
116.33,39.96,34
116.28,39.910000000000004,9
116.28,39.92,17
116.06,39.69,5
116.07000000000001,39.68,1
116.06,39.68,1
116.28,39.87,44
116.2,39.75,4
116.31,39.980000000000004,30
116.27,39.96,14
116.12,39.72,18
116.47,39.92,138
116.56,39.910000000000004,139
116.34,39.730000000000004,100
116.4,39.86,32
116.39,39.85,135
116.46000000000001,39.82,12
116.45,39.82,22
116.41,39.83,40
116.41,39.96,98
116.51,39.910000000000004,107
116.63,40.31,19
116.47,40.02,5
116.44,40.02,6
116.43,39.800000000000004,24
116.42,39.800000000000004,42
116.28,39.83,39
116.36,39.88,33
116.54,39.910000000000004,66
116.35000000000001,40.02,47
