lng,lat,count
116.46000000000001,39.94,194
116.47,39.94,27
116.46000000000001,39.93,356
116.45,39.92,290
116.46000000000001,39.92,433
116.46000000000001,39.87,420
116.45,39.87,373
116.66,39.87,52
116.22,39.85,9
116.49000000000001,39.86,9
116.47,39.86,155
116.47,39.92,236
116.60000000000001,39.910000000000004,15
116.59,39.9,32
116.58,39.910000000000004,43
116.59,39.910000000000004,50
116.4,39.93,41
116.44,39.84,42
116.49000000000001,39.96,153
116.42,39.84,197
116.41,39.85,31
116.43,39.92,112
116.59,39.89,2
116.59,39.88,3
116.58,39.89,26
116.49000000000001,39.82,5
116.44,39.96,111
116.32000000000001,39.85,32
116.35000000000001,39.85,29
116.46000000000001,39.86,188
116.46000000000001,39.88,434
116.45,39.89,111
116.35000000000001,39.910000000000004,107
116.35000000000001,39.92,199
116.36,39.86,35
116.36,39.87,10
116.27,40.02,4
116.48,39.99,78
116.49000000000001,39.99,45
116.33,39.74,48
116.33,39.730000000000004,97
116.32000000000001,39.75,11
116.48,39.980000000000004,239
116.34,39.77,20
116.34,39.78,14
116.33,39.78,4
116.37,39.76,13
116.51,39.89,64
116.51,39.9,148
116.5,39.89,84
116.4,39.96,115
116.42,40.14,2
116.41,40.15,2
116.44,39.95,29
116.45,39.96,133
116.37,39.83,228
116.36,39.84,210
116.37,39.85,61
116.32000000000001,39.68,36
116.45,39.88,262
116.39,39.85,142
116.5,39.96,69
116.35000000000001,39.83,120
116.5,39.95,34
116.37,39.84,178
116.48,39.92,292
116.5,39.92,193
116.29,39.9,3
116.09,39.910000000000004,14
116.46000000000001,39.9,976
116.49000000000001,39.910000000000004,240
116.48,39.910000000000004,250
116.53,39.910000000000004,127
116.52,39.910000000000004,205
116.52,39.92,60
116.38,39.84,129
116.38,39.85,54
116.47,39.9,1654
116.47,39.910000000000004,605
116.28,39.86,61
116.47,39.88,99
116.54,39.910000000000004,219
116.53,39.92,75
116.45,39.9,447
116.48,39.89,198
116.46000000000001,39.910000000000004,280
116.22,39.9,28
116.28,39.85,53
116.28,39.83,343
116.27,39.83,12
116.45,39.910000000000004,384
116.55,39.910000000000004,220
116.44,39.83,101
116.45,39.83,55
116.47,39.99,29
116.48,40.0,10
116.28,39.800000000000004,35
116.32000000000001,40.050000000000004,76
116.29,39.800000000000004,4
115.97,40.45,16
115.96000000000001,40.45,34
116.51,39.79,22
116.5,39.82,4
116.17,39.92,52
116.19,39.910000000000004,2
116.18,39.910000000000004,1
116.29,39.81,62
116.54,39.730000000000004,10
116.54,39.74,41
